,当地时间 温州市,T,Po,P,Pa,U,DD,Ff,ff3,WW,W1,W2,Tn,Tx,H,VV,Td,RRR,tR,date_time
194,08.10.2023 08:00,19.4,760.1,763.6,1.2,92.0,从西北方吹来的风,2.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.9,19.5,2500或更高，或无云。,20.0,18.1,1,12.0,2023-09-14 13:10:15
195,08.10.2023 11:00,21.9,760.3,763.7,0.2,78.0,从北方吹来的风,2.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.3,21.9,2500或更高，或无云。,20.0,17.9,0.4,12.0,2023-09-14 13:10:15
196,08.10.2023 14:00,24.1,759.1,762.5,-1.2,72.0,从东北偏北方向吹来的风,1.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.3,24.1,2500或更高，或无云。,20.0,18.7,0.4,12.0,2023-09-14 13:10:15
197,08.10.2023 20:00,21.1,761.2,764.6,,89.0,从北方吹来的风,0.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.3,24.2,2500或更高，或无云。,19.0,19.2,,,2023-09-14 13:10:15
198,08.10.2023 23:00,19.8,761.5,765.0,0.3,94.0,从西北偏北方向吹来的风,1.0,6.0,云量发展情况没有进行观测或无法观测。 ,,,18.4,24.2,2500或更高，或无云。,11.0,18.8,2,12.0,2023-09-14 13:10:15
199,09.10.2023 02:00,19.6,760.9,764.3,-0.6,93.0,从西北偏西方向吹来的风,1.0,5.0,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.7,24.2,2500或更高，或无云。,19.0,18.4,2,12.0,2023-09-14 13:20:15
200,09.10.2023 05:00,19.4,760.6,764.1,-0.3,95.0,从西北方吹来的风,1.0,5.0,小雨（不冻） ,,,18.7,,2500或更高，或无云。,9.0,18.6,2,12.0,2023-09-14 13:20:15
201,09.10.2023 08:00,20.1,761.7,765.1,1.1,87.0,从西北偏西方向吹来的风,1.0,5.0,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.2,,2500或更高，或无云。,18.0,17.9,2,12.0,2023-09-14 13:20:15
202,09.10.2023 11:00,22.5,761.5,764.9,-0.2,78.0,从北方吹来的风,2.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.2,24.2,2500或更高，或无云。,17.0,18.5,0.9,12.0,2023-09-14 13:20:15
203,09.10.2023 14:00,23.1,760.5,763.9,-1.0,69.0,从北方吹来的风,3.0,7.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.2,24.2,2500或更高，或无云。,20.0,17.1,0.9,12.0,2023-09-14 13:20:15
204,09.10.2023 17:00,21.8,761.3,764.8,0.8,74.0,从西北方吹来的风,2.0,7.0,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.2,23.9,2500或更高，或无云。,20.0,17.0,0.1,12.0,2023-09-14 13:30:15
205,09.10.2023 20:00,20.9,762.8,766.3,1.5,74.0,从西北偏西方向吹来的风,1.0,7.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.2,23.9,2500或更高，或无云。,20.0,16.1,无降水,12.0,2023-09-14 13:30:15
206,09.10.2023 23:00,20.7,762.7,766.1,-0.1,74.0,从西方吹来的风,2.0,7.0,云量发展情况没有进行观测或无法观测。 ,,,19.2,23.9,2500或更高，或无云。,19.0,15.9,无降水,12.0,2023-09-14 13:30:15
207,10.10.2023 02:00,20.5,762.0,765.4,-0.7,75.0,从西北偏西方向吹来的风,1.0,7.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.2,23.9,2500或更高，或无云。,16.0,15.9,无降水,12.0,2023-09-14 13:30:15
208,10.10.2023 05:00,20.5,761.9,765.4,-0.1,73.0,从西北偏北方向吹来的风,1.0,7.0,云量发展情况没有进行观测或无法观测。 ,,,19.2,,2500或更高，或无云。,17.0,15.5,无降水,12.0,2023-09-14 13:30:15
209,10.10.2023 08:00,21.0,763.3,766.8,1.4,72.0,从西北方吹来的风,2.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.1,,2500或更高，或无云。,17.0,15.8,无降水,12.0,2023-09-14 13:40:15
210,10.10.2023 11:00,22.2,762.7,766.2,-0.6,63.0,从西北偏北方向吹来的风,2.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.3,23.9,2500或更高，或无云。,17.0,14.8,无降水,12.0,2023-09-14 13:40:15
211,10.10.2023 14:00,22.4,761.5,764.9,-1.2,63.0,从北方吹来的风,4.0,7.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.3,23.1,2500或更高，或无云。,15.0,15.0,无降水,12.0,2023-09-14 13:40:15
212,10.10.2023 17:00,20.7,761.8,765.3,0.3,77.0,从西北方吹来的风,2.0,9.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.3,22.9,2500或更高，或无云。,11.0,16.5,无降水,12.0,2023-09-14 13:40:15
213,10.10.2023 20:00,19.7,763.0,766.4,1.2,84.0,从西北偏西方向吹来的风,2.0,9.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.7,22.9,2500或更高，或无云。,9.0,16.9,无降水,12.0,2023-09-14 13:40:15
214,10.10.2023 23:00,18.5,763.8,767.2,0.8,90.0,从西北偏西方向吹来的风,1.0,9.0,间歇性毛毛雨，不冻，在观测时是微弱的 ,,,18.5,22.9,2500或更高，或无云。,4.5,16.8,无降水,12.0,2023-09-14 13:50:15
215,11.10.2023 02:00,18.8,762.6,766.0,-1.2,82.0,从西北偏西方向吹来的风,2.0,9.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.5,22.9,2500或更高，或无云。,9.0,15.7,无降水,12.0,2023-09-14 13:50:15
216,11.10.2023 05:00,18.9,762.4,765.8,-0.2,80.0,从西北偏北方向吹来的风,1.0,7.0,间歇性雨，不冻，在观测时较弱 ,,,18.5,22.9,2500或更高，或无云。,11.0,15.4,无降水,12.0,2023-09-14 13:50:15
217,11.10.2023 08:00,17.7,764.2,767.7,1.8,85.0,从西北偏西方向吹来的风,2.0,8.0,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.7,,2500或更高，或无云。,7.0,15.1,0.6,12.0,2023-09-14 13:50:15
218,11.10.2023 11:00,20.4,763.6,767.1,-0.6,65.0,从西北偏西方向吹来的风,2.0,8.0,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.6,22.9,2500或更高，或无云。,19.0,13.6,0.7,12.0,2023-09-14 13:50:15
219,11.10.2023 14:00,22.4,762.3,765.7,-1.3,62.0,从北方吹来的风,2.0,8.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.6,22.8,2500或更高，或无云。,20.0,14.8,0.7,12.0,2023-09-14 14:00:15
220,11.10.2023 17:00,21.3,762.8,766.3,0.5,66.0,从东北方吹来的风,2.0,8.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.6,22.8,2500或更高，或无云。,20.0,14.7,0.7,12.0,2023-09-14 14:00:15
221,11.10.2023 20:00,20.5,763.6,767.1,0.8,67.0,从西北偏西方向吹来的风,2.0,7.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.6,22.8,2500或更高，或无云。,20.0,14.2,0.1,12.0,2023-09-14 14:00:15
222,11.10.2023 23:00,19.9,763.6,767.1,0.0,72.0,从西北方吹来的风,1.0,7.0,云量发展情况没有进行观测或无法观测。 ,,,17.6,22.8,2500或更高，或无云。,18.0,14.7,无降水,12.0,2023-09-14 14:00:15
223,12.10.2023 02:00,19.4,762.9,766.3,,76.0,从西北偏西方向吹来的风,1.0,7.0, ,,,17.6,22.8,,15.0,15.1,无降水,6.0,2023-09-14 14:00:15
224,12.10.2023 05:00,19.5,762.7,766.1,-0.2,76.0,从西北偏北方向吹来的风,1.0,6.0,云量发展情况没有进行观测或无法观测。 ,,,17.6,22.8,2500或更高，或无云。,16.0,15.2,无降水,12.0,2023-09-14 14:10:15
225,12.10.2023 08:00,21.1,763.5,766.9,0.8,71.0,从西方吹来的风,1.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.6,22.8,2500或更高，或无云。,13.0,15.6,无降水,12.0,2023-09-14 14:10:15
226,12.10.2023 11:00,24.8,762.9,766.3,-0.6,54.0,从北方吹来的风,2.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.3,24.8,2500或更高，或无云。,18.0,14.9,无降水,12.0,2023-09-14 14:10:15
227,12.10.2023 14:00,26.3,761.0,764.5,-1.9,54.0,从西北偏北方向吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.3,27.3,2500或更高，或无云。,19.0,16.3,无降水,12.0,2023-09-14 14:10:15
228,12.10.2023 17:00,24.3,761.2,764.6,0.2,65.0,从东北偏东方向吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.3,27.3,2500或更高，或无云。,16.0,17.3,无降水,12.0,2023-09-14 14:10:15
229,12.10.2023 20:00,23.2,762.1,765.5,0.9,75.0,从东方吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.3,27.3,2500或更高，或无云。,18.0,18.5,无降水,12.0,2023-09-14 14:20:15
230,12.10.2023 23:00,22.1,761.8,765.3,-0.3,79.0,从东北偏北方向吹来的风,1.0,6.0,云量发展情况没有进行观测或无法观测。 ,,,19.3,27.3,2500或更高，或无云。,19.0,18.3,无降水,12.0,2023-09-14 14:20:15
231,13.10.2023 02:00,21.3,760.9,764.3,-0.9,81.0,从东北偏东方向吹来的风,1.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.3,27.3,2500或更高，或无云。,19.0,17.9,无降水,12.0,2023-09-14 14:20:15
232,13.10.2023 05:00,21.0,760.3,763.7,-0.6,83.0,从北方吹来的风,0.0,5.0,云量发展情况没有进行观测或无法观测。 ,,,19.4,27.3,2500或更高，或无云。,10.0,18.0,无降水,12.0,2023-09-14 14:20:15
233,13.10.2023 08:00,22.0,760.8,764.2,0.5,81.0,从西南偏西方向吹来的风,1.0,5.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.8,,2500或更高，或无云。,6.0,18.6,无降水,12.0,2023-09-14 14:20:15
234,13.10.2023 11:00,24.3,760.1,763.6,-0.7,67.0,从北方吹来的风,2.0,4.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.8,27.3,2500或更高，或无云。,16.0,17.8,无降水,12.0,2023-09-14 14:30:15
235,13.10.2023 14:00,25.1,758.1,761.5,-2.0,66.0,从西北偏北方向吹来的风,1.0,4.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.8,26.7,2500或更高，或无云。,16.0,18.3,无降水,12.0,2023-09-14 14:30:15
236,13.10.2023 17:00,23.4,758.2,761.6,0.1,72.0,从北方吹来的风,1.0,4.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.8,25.6,2500或更高，或无云。,13.0,18.1,无降水,12.0,2023-09-14 14:30:15
237,13.10.2023 20:00,22.5,758.9,762.4,0.7,69.0,从西北偏北方向吹来的风,2.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.8,25.6,2500或更高，或无云。,14.0,16.5,无降水,12.0,2023-09-14 14:30:15
238,13.10.2023 23:00,21.9,758.9,762.4,0.0,74.0,从西北偏西方向吹来的风,1.0,5.0,云量发展情况没有进行观测或无法观测。 ,,,20.8,25.6,2500或更高，或无云。,10.0,17.1,无降水,12.0,2023-09-14 14:30:15
239,14.10.2023 02:00,21.2,757.9,761.4,-1.0,81.0,从西方吹来的风,1.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.8,25.6,2500或更高，或无云。,7.0,17.8,无降水,12.0,2023-09-14 14:40:15
240,14.10.2023 05:00,20.7,757.8,761.2,-0.1,82.0,从西方吹来的风,1.0,5.0,霾 ,,,20.7,25.6,2500或更高，或无云。,8.0,17.5,无降水,12.0,2023-09-14 14:40:15
241,14.10.2023 08:00,20.8,758.6,762.1,0.8,82.0,从西北偏西方向吹来的风,1.0,3.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.5,,2500或更高，或无云。,5.0,17.6,无降水,12.0,2023-09-14 14:40:15
242,14.10.2023 11:00,24.0,758.0,761.5,-0.6,64.0,从东北方吹来的风,0.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.5,25.6,2500或更高，或无云。,8.0,16.8,无降水,12.0,2023-09-14 14:40:15
243,14.10.2023 14:00,25.1,756.2,759.6,-1.8,53.0,从西方吹来的风,1.0,4.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.5,25.8,2500或更高，或无云。,15.0,14.9,无降水,12.0,2023-09-14 14:40:15
244,14.10.2023 17:00,22.6,756.8,760.3,0.6,71.0,从东方吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.5,26.4,2500或更高，或无云。,9.0,17.1,无降水,12.0,2023-09-14 14:50:15
245,14.10.2023 20:00,21.9,758.3,761.8,1.5,70.0,从东方吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.5,26.4,2500或更高，或无云。,11.0,16.2,无降水,12.0,2023-09-14 14:50:15
246,14.10.2023 23:00,20.3,758.7,762.1,0.4,77.0,从西方吹来的风,0.0,6.0,云量发展情况没有进行观测或无法观测。 ,,,20.3,26.4,2500或更高，或无云。,12.0,16.1,无降水,12.0,2023-09-14 14:50:15
247,15.10.2023 02:00,18.7,758.2,761.7,-0.5,89.0,从西方吹来的风,2.0,6.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.7,26.4,2500或更高，或无云。,2.5,16.9,无降水,12.0,2023-09-14 14:50:15
248,15.10.2023 05:00,17.3,758.2,761.7,0.0,86.0,从西南偏西方向吹来的风,1.0,5.0,云量发展情况没有进行观测或无法观测。 ,,,17.3,26.4,2500或更高，或无云。,7.0,14.9,无降水,12.0,2023-09-14 14:50:15
249,15.10.2023 08:00,19.4,759.1,762.6,0.9,78.0,从西南偏西方向吹来的风,2.0,5.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.7,26.4,2500或更高，或无云。,5.0,15.5,无降水,12.0,2023-09-14 15:00:15
250,15.10.2023 11:00,25.5,759.1,762.5,0.0,44.0,从西南偏南方向吹来的风,1.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.7,26.4,2500或更高，或无云。,14.0,12.4,无降水,12.0,2023-09-14 15:00:15
251,15.10.2023 14:00,25.5,758.2,761.6,-0.9,47.0,从东方吹来的风,3.0,7.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.7,26.4,2500或更高，或无云。,14.0,13.4,无降水,12.0,2023-09-14 15:00:15
252,15.10.2023 17:00,22.7,758.5,762.0,0.3,56.0,从东方吹来的风,2.0,7.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.7,26.3,2500或更高，或无云。,13.0,13.5,无降水,12.0,2023-09-14 15:00:15
253,15.10.2023 20:00,20.1,759.9,763.3,1.4,64.0,从西方吹来的风,1.0,7.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.7,26.3,2500或更高，或无云。,10.0,13.1,无降水,12.0,2023-09-14 15:00:15
254,15.10.2023 23:00,19.0,760.4,763.9,0.5,74.0,从西方吹来的风,2.0,7.0,云量发展情况没有进行观测或无法观测。 ,,,16.7,26.3,2500或更高，或无云。,8.0,14.3,无降水,12.0,2023-09-14 15:10:15
255,16.10.2023 02:00,17.7,760.4,763.9,0.0,79.0,从西方吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.7,26.3,2500或更高，或无云。,7.0,14.0,无降水,12.0,2023-09-14 15:10:15
256,16.10.2023 05:00,16.8,760.9,764.3,0.5,80.0,从西方吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,,,16.7,26.3,2500或更高，或无云。,8.0,13.3,无降水,12.0,2023-09-14 15:10:15
257,16.10.2023 08:00,18.6,762.0,765.4,1.1,72.0,从西方吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.7,,2500或更高，或无云。,7.0,13.5,无降水,12.0,2023-09-14 15:10:15
258,16.10.2023 11:00,26.1,761.2,764.7,-0.8,37.0,从北方吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.7,26.3,2500或更高，或无云。,13.0,10.3,无降水,12.0,2023-09-14 15:10:15
259,16.10.2023 14:00,27.0,759.7,763.2,-1.5,35.0,从东南偏东方向吹来的风,2.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.7,28.0,2500或更高，或无云。,17.0,10.2,无降水,12.0,2023-09-14 15:20:15
260,16.10.2023 17:00,24.0,760.6,764.1,0.9,50.0,从东方吹来的风,1.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.7,28.0,2500或更高，或无云。,16.0,12.9,无降水,12.0,2023-09-14 15:20:15
261,16.10.2023 20:00,20.6,761.8,765.2,1.2,72.0,从东北偏北方向吹来的风,1.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.7,28.0,2500或更高，或无云。,11.0,15.4,无降水,12.0,2023-09-14 15:20:15
262,16.10.2023 23:00,19.4,762.4,765.8,0.6,73.0,从西方吹来的风,2.0,6.0,霾 ,,,16.7,28.0,2500或更高，或无云。,7.0,14.4,无降水,12.0,2023-09-14 15:20:15
263,17.10.2023 02:00,18.2,762.1,765.6,-0.3,74.0,从西南偏西方向吹来的风,2.0,6.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.7,28.0,2500或更高，或无云。,6.0,13.5,无降水,12.0,2023-09-14 15:20:15
264,17.10.2023 05:00,17.1,762.0,765.4,-0.1,78.0,从西南偏西方向吹来的风,3.0,5.0,霾 ,,,16.7,28.0,2500或更高，或无云。,6.0,13.2,无降水,12.0,2023-09-14 15:30:15
265,17.10.2023 08:00,18.5,763.4,766.9,1.4,76.0,从西南偏西方向吹来的风,2.0,5.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.4,,2500或更高，或无云。,5.0,14.2,无降水,12.0,2023-09-14 15:30:15
266,17.10.2023 11:00,24.8,763.4,766.9,0.0,50.0,从东南偏东方向吹来的风,2.0,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.4,28.0,2500或更高，或无云。,8.0,13.7,无降水,12.0,2023-09-14 15:30:15
267,17.10.2023 14:00,25.7,761.7,765.1,-1.7,45.0,从东南偏东方向吹来的风,3.0,7.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.4,26.9,2500或更高，或无云。,18.0,12.9,无降水,12.0,2023-09-14 15:30:15
268,17.10.2023 17:00,23.6,761.6,765.1,-0.1,54.0,从东方吹来的风,2.0,7.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.4,26.6,2500或更高，或无云。,12.0,13.8,无降水,12.0,2023-09-14 15:30:15
269,17.10.2023 20:00,21.1,762.7,766.1,1.1,72.0,从东北偏北方向吹来的风,1.0,7.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.4,26.6,2500或更高，或无云。,6.0,15.9,无降水,12.0,2023-09-14 15:40:15
270,17.10.2023 23:00,18.9,762.7,766.1,0.0,82.0,从西方吹来的风,2.0,7.0,霾 ,,,16.4,26.6,2500或更高，或无云。,3.2,15.8,无降水,12.0,2023-09-14 15:40:15
271,18.10.2023 02:00,17.9,761.9,765.4,,81.0,从西方吹来的风,2.0,7.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.4,26.6,,3.8,14.6,无降水,6.0,2023-09-14 15:40:15
272,18.10.2023 05:00,17.4,761.9,765.4,0.0,84.0,从西方吹来的风,2.0,5.0,霾 ,,,16.4,26.6,2500或更高，或无云。,4.2,14.7,无降水,12.0,2023-09-14 15:40:15
273,18.10.2023 08:00,18.8,763.1,766.6,1.2,81.0,从西方吹来的风,2.0,5.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.9,,2500或更高，或无云。,3.4,15.5,无降水,12.0,2023-09-14 15:40:15
274,18.10.2023 11:00,24.9,762.4,765.8,-0.7,59.0,从西南方吹来的风,1.0,5.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.9,26.6,2500或更高，或无云。,6.0,16.3,无降水,12.0,2023-09-14 15:50:16
275,18.10.2023 14:00,26.0,760.1,763.6,-2.3,55.0,从东南方吹来的风,3.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.9,26.9,2500或更高，或无云。,13.0,16.3,无降水,12.0,2023-09-14 15:50:16
276,18.10.2023 17:00,23.6,760.2,763.6,0.1,66.0,从东方吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.9,26.9,2500或更高，或无云。,14.0,16.9,无降水,12.0,2023-09-14 15:50:16
277,18.10.2023 20:00,21.9,761.2,764.6,1.0,79.0,从东北方吹来的风,1.0,6.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.9,26.9,2500或更高，或无云。,6.0,18.1,无降水,12.0,2023-09-14 15:50:16
278,18.10.2023 23:00,20.4,760.9,764.4,-0.3,87.0,从西方吹来的风,2.0,6.0,霾 ,,,16.9,26.9,2500或更高，或无云。,3.5,18.2,无降水,12.0,2023-09-14 15:50:16
279,19.10.2023 02:00,19.3,760.3,763.8,-0.6,88.0,从西方吹来的风,2.0,6.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.9,26.9,2500或更高，或无云。,2.0,17.3,无降水,12.0,2023-09-14 16:00:15
280,19.10.2023 05:00,18.9,760.1,763.6,-0.2,91.0,从西方吹来的风,2.0,5.0,霾 ,,,16.9,26.9,2500或更高，或无云。,1.4,17.4,无降水,12.0,2023-09-14 16:00:15
281,19.10.2023 08:00,21.6,760.9,764.3,0.8,80.0,从西方吹来的风,1.0,5.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.8,26.9,2500或更高，或无云。,4.9,18.0,无降水,12.0,2023-09-14 16:00:15
282,19.10.2023 11:00,27.4,759.7,763.1,-1.2,64.0,从南方吹来的风,1.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.8,27.4,2500或更高，或无云。,16.0,20.0,无降水,12.0,2023-09-14 16:00:15
283,19.10.2023 14:00,27.9,757.6,761.0,-2.1,66.0,从东南偏东方向吹来的风,2.0,5.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.8,29.0,2500或更高，或无云。,15.0,21.0,无降水,12.0,2023-09-14 16:00:15
284,19.10.2023 17:00,25.0,757.9,761.3,0.3,80.0,从东方吹来的风,2.0,6.0,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.8,29.0,2500或更高，或无云。,10.0,21.3,无降水,12.0,2023-09-14 16:10:15
285,19.10.2023 20:00,23.9,758.4,761.8,0.5,87.0,从东方吹来的风,2.0,6.0,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.8,29.0,2500或更高，或无云。,6.0,21.6,无降水,12.0,2023-09-14 16:10:15
286,19.10.2023 23:00,23.6,758.5,761.9,0.1,89.0,从东北方吹来的风,1.0,6.0,霾 ,,,18.8,29.0,2500或更高，或无云。,4.6,21.7,无降水,12.0,2023-09-14 16:10:15
